ballx,bally,y1,y2,bouncenum,score1,score2
478, 349, 330, 290, 2, 1, 1
483, 360, 340, 300, 2, 1, 1
488, 371, 350, 310, 2, 1, 1
493, 382, 350, 320, 2, 1, 1
498, 393, 350, 330, 2, 1, 1
503, 404, 350, 340, 2, 1, 1
508, 415, 350, 350, 2, 1, 1
513, 426, 350, 350, 2, 1, 1
518, 437, 350, 350, 2, 1, 1
523, 448, 350, 350, 2, 1, 1
528, 459, 350, 350, 2, 1, 1
533, 470, 350, 350, 2, 1, 1
538, 481, 350, 350, 2, 1, 1
543, 470, 350, 350, 2, 1, 1
548, 459, 350, 350, 2, 1, 1
553, 448, 350, 350, 2, 1, 1
558, 437, 350, 350, 2, 1, 1
563, 426, 350, 350, 2, 1, 1
563, 426, 350, 350, 2, 1, 1
563, 426, 350, 350, 2, 1, 1
568, 415, 340, 340, 2, 1, 1
573, 404, 330, 330, 2, 1, 1
578, 393, 320, 320, 2, 1, 1
583, 382, 310, 310, 2, 1, 1
588, 371, 300, 300, 2, 1, 1
593, 360, 290, 290, 2, 1, 1
598, 349, 280, 280, 2, 1, 1
603, 338, 270, 270, 2, 1, 1
608, 327, 260, 260, 2, 1, 1
613, 316, 250, 250, 2, 1, 1
618, 305, 240, 240, 2, 1, 1
623, 294, 230, 230, 2, 1, 1
628, 283, 220, 220, 2, 1, 1
633, 272, 210, 210, 2, 1, 1
638, 261, 200, 200, 2, 1, 1
643, 250, 190, 190, 3, 1, 1
638, 239, 180, 180, 3, 1, 1
633, 228, 170, 170, 3, 1, 1
628, 217, 160, 160, 3, 1, 1
623, 206, 150, 150, 3, 1, 1
618, 195, 140, 140, 3, 1, 1
613, 184, 130, 130, 3, 1, 1
608, 173, 120, 120, 3, 1, 1
603, 162, 110, 110, 3, 1, 1
598, 151, 100, 100, 3, 1, 1
593, 140, 90, 90, 3, 1, 1
588, 129, 80, 80, 3, 1, 1
583, 118, 70, 70, 3, 1, 1
578, 107, 60, 60, 3, 1, 1
573, 96, 50, 50, 3, 1, 1
568, 85, 40, 40, 3, 1, 1
563, 74, 30, 30, 3, 1, 1
558, 63, 30, 30, 3, 1, 1
553, 52, 30, 30, 3, 1, 1
548, 41, 30, 30, 3, 1, 1
543, 30, 30, 30, 3, 1, 1
543, 30, 30, 30, 3, 1, 1
538, 19, 40, 30, 3, 1, 1
538, 19, 40, 30, 3, 1, 1
533, 30, 50, 40, 3, 1, 1
528, 41, 60, 50, 3, 1, 1
523, 52, 70, 60, 3, 1, 1
518, 63, 80, 70, 3, 1, 1
513, 74, 90, 80, 3, 1, 1
508, 85, 100, 90, 3, 1, 1
503, 96, 110, 100, 3, 1, 1
498, 107, 120, 110, 3, 1, 1
493, 118, 130, 120, 3, 1, 1
488, 129, 140, 130, 3, 1, 1
483, 140, 150, 140, 3, 1, 1
478, 151, 160, 150, 3, 1, 1
473, 162, 170, 160, 3, 1, 1
468, 173, 180, 170, 3, 1, 1
463, 184, 190, 180, 3, 1, 1
458, 195, 200, 190, 3, 1, 1
453, 206, 210, 200, 3, 1, 1
448, 217, 220, 210, 3, 1, 1
443, 228, 230, 220, 3, 1, 1
438, 239, 240, 230, 3, 1, 1
433, 250, 250, 240, 3, 1, 1
428, 261, 260, 250, 3, 1, 1
423, 272, 270, 260, 3, 1, 1
418, 283, 280, 270, 3, 1, 1
413, 294, 290, 280, 3, 1, 1
408, 305, 300, 290, 3, 1, 1
403, 316, 310, 300, 3, 1, 1
398, 327, 320, 310, 3, 1, 1
393, 338, 330, 320, 3, 1, 1
388, 349, 340, 330, 3, 1, 1
383, 360, 350, 340, 3, 1, 1
378, 371, 350, 350, 3, 1, 1
373, 382, 350, 350, 3, 1, 1
368, 393, 350, 350, 3, 1, 1
363, 404, 350, 350, 3, 1, 1
358, 415, 350, 350, 3, 1, 1
353, 426, 350, 350, 3, 1, 1
348, 437, 350, 350, 3, 1, 1
343, 448, 350, 350, 3, 1, 1
338, 459, 350, 350, 3, 1, 1
333, 470, 350, 350, 3, 1, 1
328, 481, 350, 350, 3, 1, 1
323, 470, 350, 350, 3, 1, 1
323, 470, 350, 350, 3, 1, 1
318, 459, 340, 350, 3, 1, 1
318, 459, 340, 350, 3, 1, 1
313, 448, 330, 340, 3, 1, 1
308, 437, 320, 330, 3, 1, 1
303, 426, 310, 320, 3, 1, 1
298, 415, 300, 310, 3, 1, 1
293, 404, 290, 300, 3, 1, 1
288, 393, 280, 290, 3, 1, 1
283, 382, 270, 280, 3, 1, 1
278, 371, 260, 270, 3, 1, 1
273, 360, 250, 260, 3, 1, 1
268, 349, 240, 250, 3, 1, 1
263, 338, 230, 240, 3, 1, 1
258, 327, 220, 230, 3, 1, 1
253, 316, 210, 220, 3, 1, 1
248, 305, 200, 210, 3, 1, 1
243, 294, 190, 200, 3, 1, 1
238, 283, 180, 190, 3, 1, 1
233, 272, 170, 180, 3, 1, 1
228, 261, 160, 170, 3, 1, 1
223, 250, 150, 160, 3, 1, 1
218, 239, 140, 150, 3, 1, 1
213, 228, 130, 140, 3, 1, 1
208, 217, 120, 130, 3, 1, 1
203, 206, 110, 120, 3, 1, 1
198, 195, 100, 110, 3, 1, 1
193, 184, 90, 100, 3, 1, 1
188, 173, 80, 90, 3, 1, 1
183, 162, 70, 80, 3, 1, 1
178, 151, 60, 70, 3, 1, 1
173, 140, 50, 60, 3, 1, 1
168, 129, 40, 50, 3, 1, 1
163, 118, 30, 40, 3, 1, 1
158, 107, 20, 30, 3, 1, 1
153, 96, 10, 20, 3, 1, 1
148, 85, 0, 10, 3, 1, 1
143, 74, 0, 0, 3, 1, 1
138, 63, 0, 0, 3, 1, 1
133, 52, 0, 0, 3, 1, 1
128, 41, 0, 0, 3, 1, 1
123, 30, 0, 0, 3, 1, 1
118, 19, 0, 0, 3, 1, 1
113, 30, 0, 0, 3, 1, 1
113, 30, 0, 0, 3, 1, 1
108, 41, 10, 0, 3, 1, 1
108, 41, 10, 0, 3, 1, 1
103, 52, 20, 10, 3, 1, 1
98, 63, 30, 20, 3, 1, 1
93, 74, 40, 30, 3, 1, 1
88, 85, 50, 40, 3, 1, 1
83, 96, 60, 50, 3, 1, 1
78, 107, 70, 60, 3, 1, 1
73, 118, 80, 70, 3, 1, 1
68, 129, 90, 80, 3, 1, 1
63, 140, 100, 90, 3, 1, 1
58, 151, 110, 100, 4, 1, 1
64, 162, 120, 110, 4, 1, 1
70, 173, 130, 120, 4, 1, 1
76, 184, 140, 130, 4, 1, 1
82, 195, 150, 140, 4, 1, 1
88, 206, 160, 150, 4, 1, 1
94, 217, 170, 160, 4, 1, 1
100, 228, 180, 170, 4, 1, 1
106, 239, 190, 180, 4, 1, 1
112, 250, 200, 190, 4, 1, 1
118, 261, 210, 200, 4, 1, 1
124, 272, 220, 210, 4, 1, 1
130, 283, 230, 220, 4, 1, 1
136, 294, 240, 230, 4, 1, 1
142, 305, 250, 240, 4, 1, 1
148, 316, 260, 250, 4, 1, 1
154, 327, 270, 260, 4, 1, 1
160, 338, 280, 270, 4, 1, 1
166, 349, 290, 280, 4, 1, 1
172, 360, 300, 290, 4, 1, 1
178, 371, 310, 300, 4, 1, 1
184, 382, 320, 310, 4, 1, 1
190, 393, 330, 320, 4, 1, 1
196, 404, 340, 330, 4, 1, 1
202, 415, 350, 340, 4, 1, 1
208, 426, 350, 350, 4, 1, 1
214, 437, 350, 350, 4, 1, 1
220, 448, 350, 350, 4, 1, 1
226, 459, 350, 350, 4, 1, 1
232, 470, 350, 350, 4, 1, 1
238, 481, 350, 350, 4, 1, 1
244, 470, 350, 350, 4, 1, 1
250, 459, 350, 350, 4, 1, 1
250, 459, 350, 350, 4, 1, 1
256, 448, 340, 350, 4, 1, 1
262, 437, 330, 350, 4, 1, 1
262, 437, 330, 350, 4, 1, 1
268, 426, 320, 340, 4, 1, 1
274, 415, 310, 330, 4, 1, 1
280, 404, 300, 320, 4, 1, 1
286, 393, 290, 310, 4, 1, 1
292, 382, 280, 300, 4, 1, 1
298, 371, 270, 290, 4, 1, 1
304, 360, 260, 280, 4, 1, 1
310, 349, 250, 270, 4, 1, 1
316, 338, 240, 260, 4, 1, 1
322, 327, 230, 250, 4, 1, 1
328, 316, 220, 240, 4, 1, 1
334, 305, 210, 230, 4, 1, 1
340, 294, 200, 220, 4, 1, 1
346, 283, 190, 210, 4, 1, 1
352, 272, 180, 200, 4, 1, 1
358, 261, 170, 190, 4, 1, 1
364, 250, 160, 180, 4, 1, 1
370, 239, 150, 170, 4, 1, 1
376, 228, 140, 160, 4, 1, 1
382, 217, 130, 150, 4, 1, 1
388, 206, 120, 140, 4, 1, 1
394, 195, 110, 130, 4, 1, 1
400, 184, 100, 120, 4, 1, 1
406, 173, 90, 110, 4, 1, 1
412, 162, 80, 100, 4, 1, 1
418, 151, 70, 90, 4, 1, 1
424, 140, 60, 80, 4, 1, 1
430, 129, 50, 70, 4, 1, 1
436, 118, 40, 60, 4, 1, 1
442, 107, 30, 50, 4, 1, 1
448, 96, 20, 40, 4, 1, 1
454, 85, 10, 30, 4, 1, 1
460, 74, 0, 20, 4, 1, 1
466, 63, 0, 10, 4, 1, 1
472, 52, 0, 0, 4, 1, 1
478, 41, 0, 0, 4, 1, 1
484, 30, 0, 0, 4, 1, 1
490, 19, 0, 0, 4, 1, 1
496, 30, 0, 0, 4, 1, 1
502, 41, 0, 0, 4, 1, 1
508, 52, 0, 0, 4, 1, 1
508, 52, 0, 0, 4, 1, 1
514, 63, 10, 0, 4, 1, 1
520, 74, 20, 0, 4, 1, 1
520, 74, 20, 0, 4, 1, 1
526, 85, 30, 10, 4, 1, 1
532, 96, 40, 20, 4, 1, 1
538, 107, 50, 30, 4, 1, 1
544, 118, 60, 40, 4, 1, 1
550, 129, 70, 50, 4, 1, 1
556, 140, 80, 60, 4, 1, 1
562, 151, 90, 70, 4, 1, 1
568, 162, 100, 80, 4, 1, 1
574, 173, 110, 90, 4, 1, 1
580, 184, 120, 100, 4, 1, 1
586, 195, 130, 110, 4, 1, 1
592, 206, 140, 120, 4, 1, 1
598, 217, 150, 130, 4, 1, 1
604, 228, 160, 140, 4, 1, 1
610, 239, 170, 150, 4, 1, 1
616, 250, 180, 160, 4, 1, 1
622, 261, 190, 170, 4, 1, 1
628, 272, 200, 180, 4, 1, 1
634, 283, 210, 190, 4, 1, 1
640, 294, 220, 200, 4, 1, 1
646, 305, 230, 210, 5, 1, 1
640, 316, 240, 220, 5, 1, 1
634, 327, 250, 230, 5, 1, 1
628, 338, 260, 240, 5, 1, 1
622, 349, 270, 250, 5, 1, 1
616, 360, 280, 260, 5, 1, 1
610, 371, 290, 270, 5, 1, 1
604, 382, 300, 280, 5, 1, 1
598, 393, 310, 290, 5, 1, 1
592, 404, 320, 300, 5, 1, 1
586, 415, 330, 310, 5, 1, 1
580, 426, 340, 320, 5, 1, 1
574, 437, 350, 330, 5, 1, 1
568, 448, 350, 340, 5, 1, 1
562, 459, 350, 350, 5, 1, 1
556, 470, 350, 350, 5, 1, 1
550, 481, 350, 350, 5, 1, 1
544, 470, 350, 350, 5, 1, 1
538, 459, 350, 350, 5, 1, 1
532, 448, 350, 350, 5, 1, 1
526, 437, 350, 350, 5, 1, 1
520, 426, 350, 350, 5, 1, 1
514, 415, 350, 350, 5, 1, 1
514, 415, 350, 350, 5, 1, 1
514, 415, 350, 350, 5, 1, 1
508, 404, 340, 340, 5, 1, 1
502, 393, 330, 330, 5, 1, 1
496, 382, 320, 320, 5, 1, 1
490, 371, 310, 310, 5, 1, 1
484, 360, 300, 300, 5, 1, 1
478, 349, 290, 290, 5, 1, 1
472, 338, 280, 280, 5, 1, 1
466, 327, 270, 270, 5, 1, 1
460, 316, 260, 260, 5, 1, 1
454, 305, 250, 250, 5, 1, 1
448, 294, 240, 240, 5, 1, 1
442, 283, 230, 230, 5, 1, 1
436, 272, 220, 220, 5, 1, 1
430, 261, 210, 210, 5, 1, 1
424, 250, 200, 200, 5, 1, 1
418, 239, 190, 190, 5, 1, 1
412, 228, 180, 180, 5, 1, 1
406, 217, 170, 170, 5, 1, 1
400, 206, 160, 160, 5, 1, 1
394, 195, 150, 150, 5, 1, 1
388, 184, 140, 140, 5, 1, 1
382, 173, 130, 130, 5, 1, 1
376, 162, 120, 120, 5, 1, 1
370, 151, 110, 110, 5, 1, 1
364, 140, 100, 100, 5, 1, 1
358, 129, 90, 90, 5, 1, 1
352, 118, 80, 80, 5, 1, 1
346, 107, 70, 70, 5, 1, 1
340, 96, 60, 60, 5, 1, 1
334, 85, 50, 50, 5, 1, 1
328, 74, 40, 40, 5, 1, 1
322, 63, 30, 30, 5, 1, 1
316, 52, 20, 20, 5, 1, 1
310, 41, 10, 10, 5, 1, 1
304, 30, 0, 0, 5, 1, 1
298, 19, 0, 0, 5, 1, 1
292, 30, 0, 0, 5, 1, 1
286, 41, 0, 0, 5, 1, 1
280, 52, 0, 0, 5, 1, 1
274, 63, 0, 0, 5, 1, 1
268, 74, 0, 0, 5, 1, 1
268, 74, 0, 0, 5, 1, 1
262, 85, 10, 0, 5, 1, 1
262, 85, 10, 0, 5, 1, 1
256, 96, 20, 10, 5, 1, 1
250, 107, 30, 20, 5, 1, 1
244, 118, 40, 30, 5, 1, 1
238, 129, 50, 40, 5, 1, 1
232, 140, 60, 50, 5, 1, 1
226, 151, 70, 60, 5, 1, 1
220, 162, 80, 70, 5, 1, 1
214, 173, 90, 80, 5, 1, 1
208, 184, 100, 90, 5, 1, 1
202, 195, 110, 100, 5, 1, 1
196, 206, 120, 110, 5, 1, 1
190, 217, 130, 120, 5, 1, 1
184, 228, 140, 130, 5, 1, 1
178, 239, 150, 140, 5, 1, 1
172, 250, 160, 150, 5, 1, 1
166, 261, 170, 160, 5, 1, 1
160, 272, 180, 170, 5, 1, 1
154, 283, 190, 180, 5, 1, 1
148, 294, 200, 190, 5, 1, 1
142, 305, 210, 200, 5, 1, 1
136, 316, 220, 210, 5, 1, 1
130, 327, 230, 220, 5, 1, 1
124, 338, 240, 230, 5, 1, 1
118, 349, 250, 240, 5, 1, 1
112, 360, 260, 250, 5, 1, 1
106, 371, 270, 260, 5, 1, 1
100, 382, 280, 270, 5, 1, 1
94, 393, 290, 280, 5, 1, 1
88, 404, 300, 290, 5, 1, 1
82, 415, 310, 300, 5, 1, 1
76, 426, 320, 310, 5, 1, 1
70, 437, 330, 320, 5, 1, 1
64, 448, 340, 330, 5, 1, 1
58, 459, 350, 340, 6, 1, 1
65, 470, 350, 350, 6, 1, 1
72, 481, 350, 350, 6, 1, 1
79, 470, 350, 350, 6, 1, 1
86, 459, 350, 350, 6, 1, 1
93, 448, 350, 350, 6, 1, 1
100, 437, 350, 350, 6, 1, 1
107, 426, 350, 350, 6, 1, 1
107, 426, 350, 350, 6, 1, 1
114, 415, 350, 340, 6, 1, 1
114, 415, 350, 340, 6, 1, 1
121, 404, 340, 330, 6, 1, 1
128, 393, 330, 320, 6, 1, 1
135, 382, 320, 310, 6, 1, 1
142, 371, 310, 300, 6, 1, 1
149, 360, 300, 290, 6, 1, 1
156, 349, 290, 280, 6, 1, 1
163, 338, 280, 270, 6, 1, 1
170, 327, 270, 260, 6, 1, 1
177, 316, 260, 250, 6, 1, 1
184, 305, 250, 240, 6, 1, 1
191, 294, 240, 230, 6, 1, 1
198, 283, 230, 220, 6, 1, 1
205, 272, 220, 210, 6, 1, 1
212, 261, 210, 200, 6, 1, 1
219, 250, 200, 190, 6, 1, 1
226, 239, 190, 180, 6, 1, 1
233, 228, 180, 170, 6, 1, 1
240, 217, 170, 160, 6, 1, 1
247, 206, 160, 150, 6, 1, 1
254, 195, 150, 140, 6, 1, 1
261, 184, 140, 130, 6, 1, 1
268, 173, 130, 120, 6, 1, 1
275, 162, 120, 110, 6, 1, 1
282, 151, 110, 100, 6, 1, 1
289, 140, 100, 90, 6, 1, 1
296, 129, 90, 80, 6, 1, 1
303, 118, 80, 70, 6, 1, 1
310, 107, 70, 60, 6, 1, 1
317, 96, 60, 50, 6, 1, 1
324, 85, 50, 40, 6, 1, 1
331, 74, 40, 30, 6, 1, 1
338, 63, 30, 20, 6, 1, 1
345, 52, 20, 10, 6, 1, 1
352, 41, 10, 0, 6, 1, 1
359, 30, 0, 0, 6, 1, 1
366, 19, 0, 0, 6, 1, 1
373, 30, 0, 0, 6, 1, 1
380, 41, 0, 0, 6, 1, 1
387, 52, 0, 0, 6, 1, 1
387, 52, 0, 0, 6, 1, 1
394, 63, 10, 0, 6, 1, 1
401, 74, 20, 0, 6, 1, 1
401, 74, 20, 0, 6, 1, 1
408, 85, 30, 10, 6, 1, 1
415, 96, 40, 20, 6, 1, 1
422, 107, 50, 30, 6, 1, 1
429, 118, 60, 40, 6, 1, 1
436, 129, 70, 50, 6, 1, 1
443, 140, 80, 60, 6, 1, 1
450, 151, 90, 70, 6, 1, 1
457, 162, 100, 80, 6, 1, 1
464, 173, 110, 90, 6, 1, 1
471, 184, 120, 100, 6, 1, 1
478, 195, 130, 110, 6, 1, 1
485, 206, 140, 120, 6, 1, 1
492, 217, 150, 130, 6, 1, 1
499, 228, 160, 140, 6, 1, 1
506, 239, 170, 150, 6, 1, 1
513, 250, 180, 160, 6, 1, 1
520, 261, 190, 170, 6, 1, 1
527, 272, 200, 180, 6, 1, 1
534, 283, 210, 190, 6, 1, 1
541, 294, 220, 200, 6, 1, 1
548, 305, 230, 210, 6, 1, 1
555, 316, 240, 220, 6, 1, 1
562, 327, 250, 230, 6, 1, 1
569, 338, 260, 240, 6, 1, 1
576, 349, 270, 250, 6, 1, 1
583, 360, 280, 260, 6, 1, 1
590, 371, 290, 270, 6, 1, 1
597, 382, 300, 280, 6, 1, 1
604, 393, 310, 290, 6, 1, 1
611, 404, 320, 300, 6, 1, 1
618, 415, 330, 310, 6, 1, 1
625, 426, 340, 320, 6, 1, 1
632, 437, 350, 330, 6, 1, 1
639, 448, 350, 340, 6, 1, 1
646, 459, 350, 350, 7, 1, 1
639, 470, 350, 350, 7, 1, 1
632, 481, 350, 350, 7, 1, 1
625, 470, 350, 350, 7, 1, 1
618, 459, 350, 350, 7, 1, 1
611, 448, 350, 350, 7, 1, 1
604, 437, 350, 350, 7, 1, 1
597, 426, 350, 350, 7, 1, 1
590, 415, 350, 350, 7, 1, 1
590, 415, 350, 350, 7, 1, 1
590, 415, 350, 350, 7, 1, 1
583, 404, 340, 340, 7, 1, 1
576, 393, 330, 330, 7, 1, 1
569, 382, 320, 320, 7, 1, 1
562, 371, 310, 310, 7, 1, 1
555, 360, 300, 300, 7, 1, 1
548, 349, 290, 290, 7, 1, 1
541, 338, 280, 280, 7, 1, 1
534, 327, 270, 270, 7, 1, 1
527, 316, 260, 260, 7, 1, 1
520, 305, 250, 250, 7, 1, 1
513, 294, 240, 240, 7, 1, 1
506, 283, 230, 230, 7, 1, 1
499, 272, 220, 220, 7, 1, 1
492, 261, 210, 210, 7, 1, 1
485, 250, 200, 200, 7, 1, 1
478, 239, 190, 190, 7, 1, 1
471, 228, 180, 180, 7, 1, 1
464, 217, 170, 170, 7, 1, 1
457, 206, 160, 160, 7, 1, 1
450, 195, 150, 150, 7, 1, 1
443, 184, 140, 140, 7, 1, 1
436, 173, 130, 130, 7, 1, 1
429, 162, 120, 120, 7, 1, 1
422, 151, 110, 110, 7, 1, 1
415, 140, 100, 100, 7, 1, 1
408, 129, 90, 90, 7, 1, 1
401, 118, 80, 80, 7, 1, 1
394, 107, 70, 70, 7, 1, 1
387, 96, 60, 60, 7, 1, 1
380, 85, 50, 50, 7, 1, 1
373, 74, 40, 40, 7, 1, 1
366, 63, 30, 30, 7, 1, 1
359, 52, 20, 20, 7, 1, 1
352, 41, 10, 10, 7, 1, 1
345, 30, 0, 0, 7, 1, 1
338, 19, 0, 0, 7, 1, 1
331, 30, 0, 0, 7, 1, 1
324, 41, 0, 0, 7, 1, 1
317, 52, 0, 0, 7, 1, 1
310, 63, 0, 0, 7, 1, 1
303, 74, 0, 0, 7, 1, 1
303, 74, 0, 0, 7, 1, 1
296, 85, 0, 10, 7, 1, 1
289, 96, 0, 20, 7, 1, 1
282, 107, 0, 30, 7, 1, 1
282, 107, 0, 30, 7, 1, 1
275, 118, 10, 40, 7, 1, 1
268, 129, 20, 50, 7, 1, 1
261, 140, 30, 60, 7, 1, 1
254, 151, 40, 70, 7, 1, 1
247, 162, 50, 80, 7, 1, 1
240, 173, 60, 90, 7, 1, 1
233, 184, 70, 100, 7, 1, 1
226, 195, 80, 110, 7, 1, 1
219, 206, 90, 120, 7, 1, 1
212, 217, 100, 130, 7, 1, 1
205, 228, 110, 140, 7, 1, 1
198, 239, 120, 150, 7, 1, 1
191, 250, 130, 160, 7, 1, 1
184, 261, 140, 170, 7, 1, 1
177, 272, 150, 180, 7, 1, 1
170, 283, 160, 190, 7, 1, 1
163, 294, 170, 200, 7, 1, 1
156, 305, 180, 210, 7, 1, 1
149, 316, 190, 220, 7, 1, 1
142, 327, 200, 230, 7, 1, 1
135, 338, 210, 240, 7, 1, 1
128, 349, 220, 250, 7, 1, 1
121, 360, 230, 260, 7, 1, 1
114, 371, 240, 270, 7, 1, 1
107, 382, 250, 280, 7, 1, 1
100, 393, 260, 290, 7, 1, 1
93, 404, 270, 300, 7, 1, 1
86, 415, 280, 310, 7, 1, 1
79, 426, 290, 320, 7, 1, 1
72, 437, 300, 330, 7, 1, 1
65, 448, 310, 340, 7, 1, 1
58, 459, 320, 350, 7, 1, 1
51, 470, 330, 350, 7, 1, 1
44, 481, 340, 350, 7, 1, 1
37, 470, 350, 350, 7, 1, 1
30, 459, 350, 350, 7, 1, 1
23, 448, 350, 350, 7, 1, 1
16, 437, 350, 350, 7, 1, 1
350, 250, 350, 350, 0, 1, 2
354, 239, 350, 350, 0, 1, 2
358, 228, 350, 350, 0, 1, 2
362, 217, 350, 350, 0, 1, 2
366, 206, 350, 350, 0, 1, 2
366, 206, 350, 350, 0, 1, 2
370, 195, 340, 350, 0, 1, 2
370, 195, 340, 350, 0, 1, 2
374, 184, 330, 340, 0, 1, 2
378, 173, 320, 330, 0, 1, 2
382, 162, 310, 320, 0, 1, 2
386, 151, 300, 310, 0, 1, 2
390, 140, 290, 300, 0, 1, 2
394, 129, 280, 290, 0, 1, 2
398, 118, 270, 280, 0, 1, 2
402, 107, 260, 270, 0, 1, 2
406, 96, 250, 260, 0, 1, 2
410, 85, 240, 250, 0, 1, 2
414, 74, 230, 240, 0, 1, 2
418, 63, 220, 230, 0, 1, 2
422, 52, 210, 220, 0, 1, 2
426, 41, 200, 210, 0, 1, 2
430, 30, 190, 200, 0, 1, 2
434, 19, 180, 190, 0, 1, 2
438, 30, 170, 180, 0, 1, 2
442, 41, 160, 170, 0, 1, 2
446, 52, 150, 160, 0, 1, 2
450, 63, 140, 150, 0, 1, 2
454, 74, 130, 140, 0, 1, 2
458, 85, 120, 130, 0, 1, 2
462, 96, 110, 120, 0, 1, 2
466, 107, 110, 110, 0, 1, 2
470, 118, 110, 110, 0, 1, 2
474, 129, 110, 110, 0, 1, 2
478, 140, 110, 110, 0, 1, 2
482, 151, 110, 110, 0, 1, 2
486, 162, 110, 110, 0, 1, 2
486, 162, 110, 110, 0, 1, 2
490, 173, 120, 110, 0, 1, 2
490, 173, 120, 110, 0, 1, 2
494, 184, 130, 120, 0, 1, 2
498, 195, 140, 130, 0, 1, 2
502, 206, 150, 140, 0, 1, 2
506, 217, 160, 150, 0, 1, 2
510, 228, 170, 160, 0, 1, 2
514, 239, 180, 170, 0, 1, 2
518, 250, 190, 180, 0, 1, 2
522, 261, 200, 190, 0, 1, 2
526, 272, 210, 200, 0, 1, 2
530, 283, 220, 210, 0, 1, 2
534, 294, 230, 220, 0, 1, 2
538, 305, 240, 230, 0, 1, 2
542, 316, 250, 240, 0, 1, 2
546, 327, 260, 250, 0, 1, 2
550, 338, 270, 260, 0, 1, 2
554, 349, 280, 270, 0, 1, 2
558, 360, 290, 280, 0, 1, 2
562, 371, 300, 290, 0, 1, 2
566, 382, 310, 300, 0, 1, 2
570, 393, 320, 310, 0, 1, 2
574, 404, 330, 320, 0, 1, 2
578, 415, 340, 330, 0, 1, 2
582, 426, 350, 340, 0, 1, 2
586, 437, 350, 350, 0, 1, 2
590, 448, 350, 350, 0, 1, 2
594, 459, 350, 350, 0, 1, 2
598, 470, 350, 350, 0, 1, 2
602, 481, 350, 350, 0, 1, 2
606, 470, 350, 350, 0, 1, 2
610, 459, 350, 350, 0, 1, 2
614, 448, 350, 350, 0, 1, 2
618, 437, 350, 350, 0, 1, 2
618, 437, 350, 350, 0, 1, 2
622, 426, 350, 340, 0, 1, 2
622, 426, 350, 340, 0, 1, 2
626, 415, 340, 330, 0, 1, 2
630, 404, 330, 320, 0, 1, 2
634, 393, 320, 310, 0, 1, 2
638, 382, 310, 300, 0, 1, 2
642, 371, 300, 290, 1, 1, 2
638, 360, 290, 280, 1, 1, 2
634, 349, 280, 270, 1, 1, 2
630, 338, 270, 260, 1, 1, 2
626, 327, 260, 250, 1, 1, 2
622, 316, 250, 240, 1, 1, 2
618, 305, 240, 230, 1, 1, 2
614, 294, 230, 220, 1, 1, 2
610, 283, 220, 210, 1, 1, 2
606, 272, 210, 200, 1, 1, 2
602, 261, 200, 190, 1, 1, 2
598, 250, 190, 180, 1, 1, 2
594, 239, 180, 170, 1, 1, 2
590, 228, 170, 160, 1, 1, 2
586, 217, 160, 150, 1, 1, 2
582, 206, 150, 140, 1, 1, 2
578, 195, 140, 130, 1, 1, 2
574, 184, 130, 120, 1, 1, 2
570, 173, 120, 110, 1, 1, 2
566, 162, 110, 100, 1, 1, 2
562, 151, 100, 90, 1, 1, 2
558, 140, 90, 80, 1, 1, 2
554, 129, 80, 70, 1, 1, 2
550, 118, 70, 60, 1, 1, 2
546, 107, 60, 50, 1, 1, 2
542, 96, 50, 40, 1, 1, 2
538, 85, 40, 30, 1, 1, 2
534, 74, 40, 20, 1, 1, 2
530, 63, 40, 20, 1, 1, 2
526, 52, 40, 20, 1, 1, 2
522, 41, 40, 20, 1, 1, 2
522, 41, 40, 20, 1, 1, 2
522, 41, 40, 20, 1, 1, 2
518, 30, 50, 30, 1, 1, 2
514, 19, 60, 40, 1, 1, 2
510, 30, 70, 50, 1, 1, 2
506, 41, 80, 60, 1, 1, 2
502, 52, 90, 70, 1, 1, 2
498, 63, 100, 80, 1, 1, 2
494, 74, 110, 90, 1, 1, 2
490, 85, 120, 100, 1, 1, 2
486, 96, 130, 110, 1, 1, 2
482, 107, 140, 120, 1, 1, 2
478, 118, 150, 130, 1, 1, 2
474, 129, 160, 140, 1, 1, 2
470, 140, 170, 150, 1, 1, 2
466, 151, 180, 160, 1, 1, 2
462, 162, 190, 170, 1, 1, 2
458, 173, 200, 180, 1, 1, 2
454, 184, 210, 190, 1, 1, 2
450, 195, 220, 200, 1, 1, 2
446, 206, 230, 210, 1, 1, 2
442, 217, 240, 220, 1, 1, 2
438, 228, 250, 230, 1, 1, 2
434, 239, 260, 240, 1, 1, 2
430, 250, 270, 250, 1, 1, 2
426, 261, 280, 260, 1, 1, 2
422, 272, 290, 270, 1, 1, 2
418, 283, 300, 280, 1, 1, 2
414, 294, 310, 290, 1, 1, 2
410, 305, 320, 300, 1, 1, 2
406, 316, 330, 310, 1, 1, 2
402, 327, 340, 320, 1, 1, 2
398, 338, 350, 330, 1, 1, 2
394, 349, 350, 340, 1, 1, 2
390, 360, 350, 350, 1, 1, 2
386, 371, 350, 350, 1, 1, 2
382, 382, 350, 350, 1, 1, 2
378, 393, 350, 350, 1, 1, 2
374, 404, 350, 350, 1, 1, 2
370, 415, 350, 350, 1, 1, 2
366, 426, 350, 350, 1, 1, 2
362, 437, 350, 350, 1, 1, 2
358, 448, 350, 350, 1, 1, 2
