ballx,bally,y1,y2,bouncenum,score1,score2
354, 254, 175, 175, 0, 0, 0
358, 258, 175, 175, 0, 0, 0
362, 262, 175, 175, 0, 0, 0
366, 266, 175, 175, 0, 0, 0
370, 270, 175, 175, 0, 0, 0
374, 274, 175, 175, 0, 0, 0
378, 278, 175, 175, 0, 0, 0
382, 282, 175, 175, 0, 0, 0
386, 286, 175, 175, 0, 0, 0
390, 290, 175, 175, 0, 0, 0
394, 294, 175, 175, 0, 0, 0
398, 298, 175, 175, 0, 0, 0
402, 302, 175, 175, 0, 0, 0
406, 306, 175, 175, 0, 0, 0
410, 310, 175, 175, 0, 0, 0
414, 314, 175, 175, 0, 0, 0
418, 318, 175, 175, 0, 0, 0
422, 322, 175, 175, 0, 0, 0
426, 326, 175, 175, 0, 0, 0
430, 330, 175, 175, 0, 0, 0
434, 334, 175, 175, 0, 0, 0
434, 334, 175, 175, 0, 0, 0
438, 338, 175, 185, 0, 0, 0
442, 342, 175, 195, 0, 0, 0
446, 346, 175, 205, 0, 0, 0
450, 350, 175, 215, 0, 0, 0
450, 350, 175, 215, 0, 0, 0
454, 354, 185, 225, 0, 0, 0
458, 358, 195, 235, 0, 0, 0
462, 362, 205, 245, 0, 0, 0
466, 366, 215, 255, 0, 0, 0
470, 370, 225, 265, 0, 0, 0
474, 374, 235, 275, 0, 0, 0
478, 378, 245, 285, 0, 0, 0
482, 382, 255, 295, 0, 0, 0
486, 386, 265, 305, 0, 0, 0
490, 390, 275, 315, 0, 0, 0
494, 394, 285, 325, 0, 0, 0
498, 398, 285, 335, 0, 0, 0
502, 402, 285, 345, 0, 0, 0
506, 406, 285, 350, 0, 0, 0
510, 410, 285, 350, 0, 0, 0
514, 414, 285, 350, 0, 0, 0
518, 418, 285, 350, 0, 0, 0
522, 422, 285, 350, 0, 0, 0
522, 422, 285, 350, 0, 0, 0
526, 426, 295, 350, 0, 0, 0
530, 430, 305, 350, 0, 0, 0
534, 434, 315, 350, 0, 0, 0
538, 438, 325, 350, 0, 0, 0
538, 438, 325, 350, 0, 0, 0
542, 442, 335, 350, 0, 0, 0
546, 446, 345, 350, 0, 0, 0
550, 450, 350, 350, 0, 0, 0
554, 454, 350, 350, 0, 0, 0
558, 458, 350, 350, 0, 0, 0
562, 462, 350, 350, 0, 0, 0
566, 466, 350, 350, 0, 0, 0
570, 470, 350, 350, 0, 0, 0
574, 474, 350, 350, 0, 0, 0
578, 478, 350, 350, 0, 0, 0
582, 474, 350, 350, 0, 0, 0
586, 470, 350, 350, 0, 0, 0
590, 466, 350, 350, 0, 0, 0
594, 462, 350, 350, 0, 0, 0
598, 458, 350, 350, 0, 0, 0
602, 454, 350, 350, 0, 0, 0
606, 450, 350, 350, 0, 0, 0
610, 446, 350, 350, 0, 0, 0
614, 442, 350, 350, 0, 0, 0
618, 438, 350, 350, 0, 0, 0
622, 434, 350, 350, 0, 0, 0
626, 430, 350, 350, 0, 0, 0
630, 426, 350, 350, 0, 0, 0
634, 422, 350, 350, 0, 0, 0
638, 418, 350, 350, 0, 0, 0
642, 414, 350, 350, 1, 0, 0
638, 410, 350, 350, 1, 0, 0
638, 410, 350, 350, 1, 0, 0
634, 406, 350, 340, 1, 0, 0
634, 406, 350, 340, 1, 0, 0
630, 402, 340, 330, 1, 0, 0
626, 398, 330, 320, 1, 0, 0
622, 394, 320, 310, 1, 0, 0
618, 390, 310, 300, 1, 0, 0
614, 386, 300, 290, 1, 0, 0
610, 382, 290, 280, 1, 0, 0
606, 378, 280, 270, 1, 0, 0
602, 374, 270, 260, 1, 0, 0
598, 370, 260, 250, 1, 0, 0
594, 366, 250, 240, 1, 0, 0
590, 362, 240, 230, 1, 0, 0
586, 358, 230, 220, 1, 0, 0
582, 354, 220, 210, 1, 0, 0
578, 350, 210, 200, 1, 0, 0
574, 346, 200, 190, 1, 0, 0
570, 342, 200, 190, 1, 0, 0
566, 338, 200, 190, 1, 0, 0
562, 334, 200, 190, 1, 0, 0
558, 330, 200, 190, 1, 0, 0
554, 326, 200, 190, 1, 0, 0
550, 322, 200, 190, 1, 0, 0
546, 318, 200, 190, 1, 0, 0
542, 314, 200, 190, 1, 0, 0
538, 310, 200, 190, 1, 0, 0
534, 306, 200, 190, 1, 0, 0
530, 302, 200, 190, 1, 0, 0
526, 298, 200, 190, 1, 0, 0
522, 294, 200, 190, 1, 0, 0
522, 294, 200, 190, 1, 0, 0
518, 290, 190, 190, 1, 0, 0
518, 290, 190, 190, 1, 0, 0
514, 286, 180, 180, 1, 0, 0
510, 282, 170, 170, 1, 0, 0
506, 278, 160, 160, 1, 0, 0
502, 274, 150, 150, 1, 0, 0
498, 270, 140, 140, 1, 0, 0
494, 266, 130, 130, 1, 0, 0
490, 262, 120, 120, 1, 0, 0
486, 258, 110, 110, 1, 0, 0
482, 254, 100, 100, 1, 0, 0
478, 250, 90, 90, 1, 0, 0
474, 246, 80, 80, 1, 0, 0
470, 242, 70, 70, 1, 0, 0
466, 238, 70, 60, 1, 0, 0
462, 234, 70, 60, 1, 0, 0
458, 230, 70, 60, 1, 0, 0
454, 226, 70, 60, 1, 0, 0
450, 222, 70, 60, 1, 0, 0
446, 218, 70, 60, 1, 0, 0
442, 214, 70, 60, 1, 0, 0
438, 210, 70, 60, 1, 0, 0
434, 206, 70, 60, 1, 0, 0
430, 202, 70, 60, 1, 0, 0
426, 198, 70, 60, 1, 0, 0
422, 194, 70, 60, 1, 0, 0
418, 190, 70, 60, 1, 0, 0
414, 186, 70, 60, 1, 0, 0
410, 182, 70, 60, 1, 0, 0
406, 178, 70, 60, 1, 0, 0
402, 174, 70, 60, 1, 0, 0
398, 170, 70, 60, 1, 0, 0
398, 170, 70, 60, 1, 0, 0
398, 170, 70, 60, 1, 0, 0
394, 166, 60, 50, 1, 0, 0
390, 162, 50, 40, 1, 0, 0
386, 158, 40, 30, 1, 0, 0
382, 154, 30, 20, 1, 0, 0
378, 150, 20, 10, 1, 0, 0
374, 146, 10, 0, 1, 0, 0
370, 142, 0, 0, 1, 0, 0
366, 138, 0, 0, 1, 0, 0
362, 134, 0, 0, 1, 0, 0
358, 130, 0, 0, 1, 0, 0
354, 126, 0, 0, 1, 0, 0
350, 122, 0, 0, 1, 0, 0
346, 118, 0, 0, 1, 0, 0
342, 114, 0, 0, 1, 0, 0
338, 110, 0, 0, 1, 0, 0
334, 106, 0, 0, 1, 0, 0
330, 102, 0, 0, 1, 0, 0
326, 98, 0, 0, 1, 0, 0
322, 94, 0, 0, 1, 0, 0
318, 90, 0, 0, 1, 0, 0
314, 86, 0, 0, 1, 0, 0
310, 82, 0, 0, 1, 0, 0
306, 78, 0, 0, 1, 0, 0
302, 74, 0, 0, 1, 0, 0
298, 70, 0, 0, 1, 0, 0
294, 66, 0, 0, 1, 0, 0
290, 62, 0, 0, 1, 0, 0
286, 58, 0, 0, 1, 0, 0
282, 54, 0, 0, 1, 0, 0
278, 50, 0, 0, 1, 0, 0
274, 46, 0, 0, 1, 0, 0
270, 42, 0, 0, 1, 0, 0
266, 38, 0, 0, 1, 0, 0
262, 34, 0, 0, 1, 0, 0
258, 30, 0, 0, 1, 0, 0
254, 26, 0, 0, 1, 0, 0
250, 22, 0, 0, 1, 0, 0
246, 26, 0, 0, 1, 0, 0
242, 30, 0, 0, 1, 0, 0
238, 34, 0, 0, 1, 0, 0
234, 38, 0, 0, 1, 0, 0
230, 42, 0, 0, 1, 0, 0
226, 46, 0, 0, 1, 0, 0
222, 50, 0, 0, 1, 0, 0
218, 54, 0, 0, 1, 0, 0
218, 54, 0, 0, 1, 0, 0
214, 58, 10, 0, 1, 0, 0
210, 62, 20, 0, 1, 0, 0
210, 62, 20, 0, 1, 0, 0
206, 66, 30, 10, 1, 0, 0
202, 70, 40, 20, 1, 0, 0
198, 74, 50, 30, 1, 0, 0
194, 78, 60, 40, 1, 0, 0
190, 82, 70, 50, 1, 0, 0
186, 86, 80, 60, 1, 0, 0
182, 90, 90, 70, 1, 0, 0
178, 94, 90, 80, 1, 0, 0
174, 98, 90, 80, 1, 0, 0
170, 102, 90, 80, 1, 0, 0
166, 106, 90, 80, 1, 0, 0
162, 110, 90, 80, 1, 0, 0
158, 114, 90, 80, 1, 0, 0
154, 118, 90, 80, 1, 0, 0
150, 122, 90, 80, 1, 0, 0
146, 126, 90, 80, 1, 0, 0
142, 130, 90, 80, 1, 0, 0
138, 134, 90, 80, 1, 0, 0
134, 138, 90, 80, 1, 0, 0
134, 138, 90, 80, 1, 0, 0
134, 138, 90, 80, 1, 0, 0
130, 142, 100, 90, 1, 0, 0
126, 146, 110, 100, 1, 0, 0
122, 150, 120, 110, 1, 0, 0
118, 154, 130, 120, 1, 0, 0
114, 158, 140, 130, 1, 0, 0
110, 162, 140, 140, 1, 0, 0
106, 166, 140, 140, 1, 0, 0
102, 170, 140, 140, 1, 0, 0
98, 174, 140, 140, 1, 0, 0
94, 178, 140, 140, 1, 0, 0
90, 182, 140, 140, 1, 0, 0
86, 186, 140, 140, 1, 0, 0
82, 190, 140, 140, 1, 0, 0
78, 194, 140, 140, 1, 0, 0
74, 198, 140, 140, 1, 0, 0
70, 202, 140, 140, 1, 0, 0
66, 206, 140, 140, 1, 0, 0
62, 210, 140, 140, 1, 0, 0
58, 214, 140, 140, 2, 0, 0
58, 214, 140, 140, 2, 0, 0
63, 218, 140, 150, 2, 0, 0
68, 222, 140, 160, 2, 0, 0
73, 226, 140, 170, 2, 0, 0
73, 226, 140, 170, 2, 0, 0
78, 230, 150, 180, 2, 0, 0
83, 234, 160, 190, 2, 0, 0
88, 238, 170, 200, 2, 0, 0
93, 242, 180, 210, 2, 0, 0
98, 246, 190, 220, 2, 0, 0
103, 250, 200, 230, 2, 0, 0
108, 254, 210, 240, 2, 0, 0
113, 258, 220, 240, 2, 0, 0
118, 262, 220, 240, 2, 0, 0
123, 266, 220, 240, 2, 0, 0
128, 270, 220, 240, 2, 0, 0
133, 274, 220, 240, 2, 0, 0
138, 278, 220, 240, 2, 0, 0
143, 282, 220, 240, 2, 0, 0
148, 286, 220, 240, 2, 0, 0
148, 286, 220, 240, 2, 0, 0
153, 290, 230, 240, 2, 0, 0
158, 294, 240, 240, 2, 0, 0
158, 294, 240, 240, 2, 0, 0
163, 298, 250, 250, 2, 0, 0
168, 302, 260, 260, 2, 0, 0
173, 306, 270, 270, 2, 0, 0
178, 310, 280, 280, 2, 0, 0
183, 314, 290, 290, 2, 0, 0
188, 318, 300, 300, 2, 0, 0
193, 322, 310, 310, 2, 0, 0
198, 326, 320, 320, 2, 0, 0
203, 330, 330, 330, 2, 0, 0
208, 334, 340, 340, 2, 0, 0
213, 338, 350, 350, 2, 0, 0
218, 342, 350, 350, 2, 0, 0
223, 346, 350, 350, 2, 0, 0
228, 350, 350, 350, 2, 0, 0
233, 354, 350, 350, 2, 0, 0
238, 358, 350, 350, 2, 0, 0
243, 362, 350, 350, 2, 0, 0
248, 366, 350, 350, 2, 0, 0
253, 370, 350, 350, 2, 0, 0
253, 370, 350, 350, 2, 0, 0
258, 374, 350, 350, 2, 0, 0
258, 374, 350, 350, 2, 0, 0
263, 378, 350, 350, 2, 0, 0
268, 382, 350, 350, 2, 0, 0
273, 386, 350, 350, 2, 0, 0
278, 390, 350, 350, 2, 0, 0
283, 394, 350, 350, 2, 0, 0
288, 398, 350, 350, 2, 0, 0
293, 402, 350, 350, 2, 0, 0
298, 406, 350, 350, 2, 0, 0
303, 410, 350, 350, 2, 0, 0
308, 414, 350, 350, 2, 0, 0
313, 418, 350, 350, 2, 0, 0
318, 422, 350, 350, 2, 0, 0
323, 426, 350, 350, 2, 0, 0
328, 430, 350, 350, 2, 0, 0
333, 434, 350, 350, 2, 0, 0
338, 438, 350, 350, 2, 0, 0
343, 442, 350, 350, 2, 0, 0
348, 446, 350, 350, 2, 0, 0
353, 450, 350, 350, 2, 0, 0
358, 454, 350, 350, 2, 0, 0
363, 458, 350, 350, 2, 0, 0
368, 462, 350, 350, 2, 0, 0
373, 466, 350, 350, 2, 0, 0
378, 470, 350, 350, 2, 0, 0
383, 474, 350, 350, 2, 0, 0
388, 478, 350, 350, 2, 0, 0
393, 474, 350, 350, 2, 0, 0
398, 470, 350, 350, 2, 0, 0
403, 466, 350, 350, 2, 0, 0
408, 462, 350, 350, 2, 0, 0
413, 458, 350, 350, 2, 0, 0
418, 454, 350, 350, 2, 0, 0
423, 450, 350, 350, 2, 0, 0
428, 446, 350, 350, 2, 0, 0
433, 442, 350, 350, 2, 0, 0
438, 438, 350, 350, 2, 0, 0
443, 434, 350, 350, 2, 0, 0
448, 430, 350, 350, 2, 0, 0
453, 426, 350, 350, 2, 0, 0
458, 422, 350, 350, 2, 0, 0
463, 418, 350, 350, 2, 0, 0
468, 414, 350, 350, 2, 0, 0
473, 410, 350, 350, 2, 0, 0
473, 410, 350, 350, 2, 0, 0
473, 410, 350, 350, 2, 0, 0
478, 406, 340, 340, 2, 0, 0
483, 402, 330, 330, 2, 0, 0
488, 398, 320, 320, 2, 0, 0
493, 394, 310, 310, 2, 0, 0
498, 390, 300, 300, 2, 0, 0
503, 386, 290, 290, 2, 0, 0
508, 382, 280, 280, 2, 0, 0
513, 378, 270, 270, 2, 0, 0
518, 374, 270, 270, 2, 0, 0
523, 370, 270, 270, 2, 0, 0
528, 366, 270, 270, 2, 0, 0
533, 362, 270, 270, 2, 0, 0
538, 358, 270, 270, 2, 0, 0
543, 354, 270, 270, 2, 0, 0
548, 350, 270, 270, 2, 0, 0
553, 346, 270, 270, 2, 0, 0
558, 342, 270, 270, 2, 0, 0
558, 342, 270, 270, 2, 0, 0
558, 342, 270, 270, 2, 0, 0
563, 338, 260, 260, 2, 0, 0
568, 334, 250, 250, 2, 0, 0
573, 330, 240, 240, 2, 0, 0
578, 326, 230, 230, 2, 0, 0
583, 322, 220, 220, 2, 0, 0
588, 318, 220, 220, 2, 0, 0
593, 314, 220, 220, 2, 0, 0
598, 310, 220, 220, 2, 0, 0
603, 306, 220, 220, 2, 0, 0
608, 302, 220, 220, 2, 0, 0
613, 298, 220, 220, 2, 0, 0
618, 294, 220, 220, 2, 0, 0
623, 290, 220, 220, 2, 0, 0
628, 286, 220, 220, 2, 0, 0
633, 282, 220, 220, 2, 0, 0
638, 278, 220, 220, 2, 0, 0
638, 278, 220, 220, 2, 0, 0
638, 278, 220, 220, 2, 0, 0
643, 274, 210, 210, 3, 0, 0
638, 270, 200, 200, 3, 0, 0
633, 266, 190, 190, 3, 0, 0
628, 262, 180, 180, 3, 0, 0
623, 258, 170, 170, 3, 0, 0
618, 254, 160, 160, 3, 0, 0
613, 250, 150, 150, 3, 0, 0
608, 246, 150, 150, 3, 0, 0
603, 242, 150, 150, 3, 0, 0
598, 238, 150, 150, 3, 0, 0
593, 234, 150, 150, 3, 0, 0
588, 230, 150, 150, 3, 0, 0
583, 226, 150, 150, 3, 0, 0
583, 226, 150, 150, 3, 0, 0
578, 222, 140, 150, 3, 0, 0
578, 222, 140, 150, 3, 0, 0
573, 218, 130, 140, 3, 0, 0
568, 214, 120, 130, 3, 0, 0
563, 210, 110, 120, 3, 0, 0
558, 206, 100, 110, 3, 0, 0
553, 202, 90, 100, 3, 0, 0
548, 198, 80, 90, 3, 0, 0
543, 194, 80, 90, 3, 0, 0
538, 190, 80, 90, 3, 0, 0
533, 186, 80, 90, 3, 0, 0
528, 182, 80, 90, 3, 0, 0
523, 178, 80, 90, 3, 0, 0
518, 174, 80, 90, 3, 0, 0
513, 170, 80, 90, 3, 0, 0
508, 166, 80, 90, 3, 0, 0
508, 166, 80, 90, 3, 0, 0
503, 162, 70, 90, 3, 0, 0
498, 158, 60, 90, 3, 0, 0
498, 158, 60, 90, 3, 0, 0
493, 154, 50, 80, 3, 0, 0
488, 150, 40, 70, 3, 0, 0
483, 146, 30, 60, 3, 0, 0
478, 142, 20, 50, 3, 0, 0
473, 138, 10, 40, 3, 0, 0
468, 134, 0, 30, 3, 0, 0
463, 130, 0, 20, 3, 0, 0
458, 126, 0, 10, 3, 0, 0
453, 122, 0, 0, 3, 0, 0
448, 118, 0, 0, 3, 0, 0
443, 114, 0, 0, 3, 0, 0
438, 110, 0, 0, 3, 0, 0
433, 106, 0, 0, 3, 0, 0
428, 102, 0, 0, 3, 0, 0
423, 98, 0, 0, 3, 0, 0
418, 94, 0, 0, 3, 0, 0
413, 90, 0, 0, 3, 0, 0
408, 86, 0, 0, 3, 0, 0
403, 82, 0, 0, 3, 0, 0
403, 82, 0, 0, 3, 0, 0
398, 78, 0, 0, 3, 0, 0
393, 74, 0, 0, 3, 0, 0
388, 70, 0, 0, 3, 0, 0
383, 66, 0, 0, 3, 0, 0
378, 62, 0, 0, 3, 0, 0
373, 58, 0, 0, 3, 0, 0
368, 54, 0, 0, 3, 0, 0
363, 50, 0, 0, 3, 0, 0
358, 46, 0, 0, 3, 0, 0
353, 42, 0, 0, 3, 0, 0
348, 38, 0, 0, 3, 0, 0
343, 34, 0, 0, 3, 0, 0
338, 30, 0, 0, 3, 0, 0
333, 26, 0, 0, 3, 0, 0
328, 22, 0, 0, 3, 0, 0
323, 26, 0, 0, 3, 0, 0
318, 30, 0, 0, 3, 0, 0
313, 34, 0, 0, 3, 0, 0
308, 38, 0, 0, 3, 0, 0
303, 42, 0, 0, 3, 0, 0
298, 46, 0, 0, 3, 0, 0
293, 50, 0, 0, 3, 0, 0
288, 54, 0, 0, 3, 0, 0
283, 58, 0, 0, 3, 0, 0
278, 62, 0, 0, 3, 0, 0
278, 62, 0, 0, 3, 0, 0
273, 66, 10, 0, 3, 0, 0
273, 66, 10, 0, 3, 0, 0
268, 70, 20, 10, 3, 0, 0
263, 74, 30, 20, 3, 0, 0
258, 78, 40, 30, 3, 0, 0
253, 82, 50, 40, 3, 0, 0
248, 86, 60, 50, 3, 0, 0
243, 90, 70, 60, 3, 0, 0
238, 94, 80, 70, 3, 0, 0
233, 98, 90, 80, 3, 0, 0
228, 102, 90, 80, 3, 0, 0
223, 106, 90, 80, 3, 0, 0
218, 110, 90, 80, 3, 0, 0
213, 114, 90, 80, 3, 0, 0
208, 118, 90, 80, 3, 0, 0
203, 122, 90, 80, 3, 0, 0
198, 126, 90, 80, 3, 0, 0
198, 126, 90, 80, 3, 0, 0
193, 130, 90, 90, 3, 0, 0
193, 130, 90, 90, 3, 0, 0
188, 134, 100, 100, 3, 0, 0
183, 138, 110, 110, 3, 0, 0
178, 142, 120, 120, 3, 0, 0
173, 146, 130, 130, 3, 0, 0
168, 150, 140, 140, 3, 0, 0
163, 154, 150, 150, 3, 0, 0
158, 158, 160, 160, 3, 0, 0
153, 162, 160, 160, 3, 0, 0
148, 166, 160, 160, 3, 0, 0
143, 170, 160, 160, 3, 0, 0
138, 174, 160, 160, 3, 0, 0
133, 178, 160, 160, 3, 0, 0
128, 182, 160, 160, 3, 0, 0
123, 186, 160, 160, 3, 0, 0
118, 190, 160, 160, 3, 0, 0
113, 194, 160, 160, 3, 0, 0
108, 198, 160, 160, 3, 0, 0
103, 202, 160, 160, 3, 0, 0
98, 206, 160, 160, 3, 0, 0
93, 210, 160, 160, 3, 0, 0
88, 214, 160, 160, 3, 0, 0
83, 218, 160, 160, 3, 0, 0
78, 222, 160, 160, 3, 0, 0
73, 226, 160, 160, 3, 0, 0
68, 230, 160, 160, 3, 0, 0
63, 234, 160, 160, 3, 0, 0
63, 234, 160, 160, 3, 0, 0
58, 238, 170, 160, 4, 0, 0
64, 242, 180, 160, 4, 0, 0
64, 242, 180, 160, 4, 0, 0
70, 246, 190, 170, 4, 0, 0
76, 250, 200, 180, 4, 0, 0
82, 254, 210, 190, 4, 0, 0
88, 258, 220, 200, 4, 0, 0
94, 262, 230, 210, 4, 0, 0
100, 266, 240, 220, 4, 0, 0
106, 270, 250, 230, 4, 0, 0
112, 274, 250, 240, 4, 0, 0
118, 278, 250, 240, 4, 0, 0
124, 282, 250, 240, 4, 0, 0
130, 286, 250, 240, 4, 0, 0
136, 290, 250, 240, 4, 0, 0
142, 294, 250, 240, 4, 0, 0
148, 298, 250, 240, 4, 0, 0
154, 302, 250, 240, 4, 0, 0
154, 302, 250, 240, 4, 0, 0
160, 306, 250, 250, 4, 0, 0
160, 306, 250, 250, 4, 0, 0
166, 310, 260, 260, 4, 0, 0
172, 314, 270, 270, 4, 0, 0
178, 318, 280, 280, 4, 0, 0
184, 322, 290, 290, 4, 0, 0
190, 326, 300, 300, 4, 0, 0
196, 330, 310, 310, 4, 0, 0
202, 334, 320, 320, 4, 0, 0
208, 338, 320, 320, 4, 0, 0
214, 342, 320, 320, 4, 0, 0
220, 346, 320, 320, 4, 0, 0
226, 350, 320, 320, 4, 0, 0
232, 354, 320, 320, 4, 0, 0
238, 358, 320, 320, 4, 0, 0
244, 362, 320, 320, 4, 0, 0
250, 366, 320, 320, 4, 0, 0
256, 370, 320, 320, 4, 0, 0
256, 370, 320, 320, 4, 0, 0
256, 370, 320, 320, 4, 0, 0
262, 374, 330, 330, 4, 0, 0
268, 378, 340, 340, 4, 0, 0
274, 382, 350, 350, 4, 0, 0
280, 386, 350, 350, 4, 0, 0
286, 390, 350, 350, 4, 0, 0
292, 394, 350, 350, 4, 0, 0
298, 398, 350, 350, 4, 0, 0
304, 402, 350, 350, 4, 0, 0
310, 406, 350, 350, 4, 0, 0
316, 410, 350, 350, 4, 0, 0
322, 414, 350, 350, 4, 0, 0
328, 418, 350, 350, 4, 0, 0
334, 422, 350, 350, 4, 0, 0
340, 426, 350, 350, 4, 0, 0
346, 430, 350, 350, 4, 0, 0
352, 434, 350, 350, 4, 0, 0
358, 438, 350, 350, 4, 0, 0
364, 442, 350, 350, 4, 0, 0
370, 446, 350, 350, 4, 0, 0
376, 450, 350, 350, 4, 0, 0
382, 454, 350, 350, 4, 0, 0
388, 458, 350, 350, 4, 0, 0
394, 462, 350, 350, 4, 0, 0
400, 466, 350, 350, 4, 0, 0
406, 470, 350, 350, 4, 0, 0
412, 474, 350, 350, 4, 0, 0
418, 478, 350, 350, 4, 0, 0
424, 474, 350, 350, 4, 0, 0
430, 470, 350, 350, 4, 0, 0
436, 466, 350, 350, 4, 0, 0
442, 462, 350, 350, 4, 0, 0
448, 458, 350, 350, 4, 0, 0
454, 454, 350, 350, 4, 0, 0
460, 450, 350, 350, 4, 0, 0
466, 446, 350, 350, 4, 0, 0
472, 442, 350, 350, 4, 0, 0
478, 438, 350, 350, 4, 0, 0
484, 434, 350, 350, 4, 0, 0
490, 430, 350, 350, 4, 0, 0
490, 430, 350, 350, 4, 0, 0
496, 426, 340, 350, 4, 0, 0
502, 422, 330, 350, 4, 0, 0
508, 418, 320, 350, 4, 0, 0
508, 418, 320, 350, 4, 0, 0
514, 414, 310, 340, 4, 0, 0
520, 410, 300, 330, 4, 0, 0
526, 406, 290, 320, 4, 0, 0
532, 402, 280, 310, 4, 0, 0
538, 398, 270, 300, 4, 0, 0
544, 394, 270, 300, 4, 0, 0
550, 390, 270, 300, 4, 0, 0
556, 386, 270, 300, 4, 0, 0
562, 382, 270, 300, 4, 0, 0
568, 378, 270, 300, 4, 0, 0
574, 374, 270, 300, 4, 0, 0
574, 374, 270, 300, 4, 0, 0
580, 370, 270, 290, 4, 0, 0
580, 370, 270, 290, 4, 0, 0
586, 366, 260, 280, 4, 0, 0
592, 362, 250, 270, 4, 0, 0
598, 358, 240, 260, 4, 0, 0
604, 354, 230, 260, 4, 0, 0
610, 350, 220, 260, 4, 0, 0
616, 346, 220, 260, 4, 0, 0
622, 342, 220, 260, 4, 0, 0
628, 338, 220, 260, 4, 0, 0
634, 334, 220, 260, 4, 0, 0
640, 330, 220, 260, 4, 0, 0
646, 326, 220, 260, 5, 0, 0
646, 326, 220, 260, 5, 0, 0
646, 326, 220, 260, 5, 0, 0
640, 322, 210, 250, 5, 0, 0
634, 318, 200, 240, 5, 0, 0
628, 314, 190, 230, 5, 0, 0
622, 310, 180, 220, 5, 0, 0
616, 306, 170, 210, 5, 0, 0
610, 302, 160, 200, 5, 0, 0
604, 298, 160, 190, 5, 0, 0
598, 294, 160, 190, 5, 0, 0
592, 290, 160, 190, 5, 0, 0
586, 286, 160, 190, 5, 0, 0
580, 282, 160, 190, 5, 0, 0
574, 278, 160, 190, 5, 0, 0
568, 274, 160, 190, 5, 0, 0
562, 270, 160, 190, 5, 0, 0
562, 270, 160, 190, 5, 0, 0
556, 266, 150, 190, 5, 0, 0
556, 266, 150, 190, 5, 0, 0
550, 262, 140, 180, 5, 0, 0
544, 258, 130, 170, 5, 0, 0
538, 254, 120, 160, 5, 0, 0
532, 250, 110, 150, 5, 0, 0
526, 246, 100, 140, 5, 0, 0
520, 242, 90, 130, 5, 0, 0
514, 238, 90, 120, 5, 0, 0
508, 234, 90, 120, 5, 0, 0
502, 230, 90, 120, 5, 0, 0
496, 226, 90, 120, 5, 0, 0
490, 222, 90, 120, 5, 0, 0
484, 218, 90, 120, 5, 0, 0
478, 214, 90, 120, 5, 0, 0
472, 210, 90, 120, 5, 0, 0
472, 210, 90, 120, 5, 0, 0
472, 210, 90, 120, 5, 0, 0
466, 206, 80, 110, 5, 0, 0
460, 202, 70, 100, 5, 0, 0
454, 198, 60, 90, 5, 0, 0
448, 194, 50, 80, 5, 0, 0
442, 190, 40, 70, 5, 0, 0
436, 186, 30, 60, 5, 0, 0
430, 182, 30, 60, 5, 0, 0
424, 178, 30, 60, 5, 0, 0
418, 174, 30, 60, 5, 0, 0
412, 170, 30, 60, 5, 0, 0
406, 166, 30, 60, 5, 0, 0
400, 162, 30, 60, 5, 0, 0
394, 158, 30, 60, 5, 0, 0
388, 154, 30, 60, 5, 0, 0
382, 150, 30, 60, 5, 0, 0
382, 150, 30, 60, 5, 0, 0
376, 146, 20, 60, 5, 0, 0
376, 146, 20, 60, 5, 0, 0
370, 142, 10, 50, 5, 0, 0
364, 138, 0, 40, 5, 0, 0
358, 134, 0, 30, 5, 0, 0
352, 130, 0, 20, 5, 0, 0
346, 126, 0, 10, 5, 0, 0
340, 122, 0, 10, 5, 0, 0
334, 118, 0, 10, 5, 0, 0
328, 114, 0, 10, 5, 0, 0
322, 110, 0, 10, 5, 0, 0
316, 106, 0, 10, 5, 0, 0
310, 102, 0, 10, 5, 0, 0
304, 98, 0, 10, 5, 0, 0
298, 94, 0, 10, 5, 0, 0
292, 90, 0, 10, 5, 0, 0
286, 86, 0, 10, 5, 0, 0
280, 82, 0, 10, 5, 0, 0
274, 78, 0, 10, 5, 0, 0
268, 74, 0, 10, 5, 0, 0
262, 70, 0, 10, 5, 0, 0
256, 66, 0, 10, 5, 0, 0
250, 62, 0, 10, 5, 0, 0
244, 58, 0, 10, 5, 0, 0
238, 54, 0, 10, 5, 0, 0
232, 50, 0, 10, 5, 0, 0
226, 46, 0, 10, 5, 0, 0
220, 42, 0, 10, 5, 0, 0
214, 38, 0, 10, 5, 0, 0
208, 34, 0, 10, 5, 0, 0
202, 30, 0, 10, 5, 0, 0
196, 26, 0, 10, 5, 0, 0
190, 22, 0, 10, 5, 0, 0
184, 26, 0, 10, 5, 0, 0
178, 30, 0, 10, 5, 0, 0
172, 34, 0, 10, 5, 0, 0
166, 38, 0, 10, 5, 0, 0
160, 42, 0, 10, 5, 0, 0
154, 46, 0, 10, 5, 0, 0
148, 50, 0, 10, 5, 0, 0
142, 54, 0, 10, 5, 0, 0
136, 58, 0, 10, 5, 0, 0
130, 62, 0, 10, 5, 0, 0
124, 66, 0, 10, 5, 0, 0
118, 70, 0, 10, 5, 0, 0
112, 74, 0, 10, 5, 0, 0
106, 78, 0, 10, 5, 0, 0
100, 82, 0, 10, 5, 0, 0
94, 86, 0, 10, 5, 0, 0
88, 90, 0, 10, 5, 0, 0
82, 94, 0, 10, 5, 0, 0
